left_x,left_y,right_x,right_y,center_x,center_y,width,w_tr_left_m,w_tr_right_m
89654.51562318811,43218.19527589212,89648.22977325093,43219.94992320534,89651.64687690824,43218.99606483483,6.526155051434299,2.978417163555344,3.547737887878956
89655.1288616254,43219.07843237706,89648.74334771773,43221.205126447705,89651.98472329245,43220.125603421795,6.730369288800155,3.3139454909594748,3.4164237978406797
89654.91909615371,43218.82389234703,89650.19554278046,43223.435353674955,89652.54528128912,43221.14136951061,6.601479880019517,3.317559906866679,3.2839199731528397
89655.38940894106,43219.33499513067,89651.44171517201,43224.52787780463,89653.39954572408,43221.9525898857,6.5236846509158735,3.288377649128713,3.235307001787161
89655.50824260275,43219.36711899228,89653.34507606187,43225.71682633025,89654.4517564448,43222.46830730503,6.708060450464743,3.2762070276325415,3.4318534228322024
89656.70151888153,43219.68702583121,89654.32110989882,43226.325974456755,89655.56064426122,43222.86892151306,7.052802401156251,3.380246040658939,3.6725563604973117
89657.369636866,43219.647685780015,89655.96833564692,43226.98319985461,89656.69102364263,43223.20008980534,7.468335724900531,3.6167258951587242,3.851609829741807
89657.39383676118,43219.64494916593,89658.32916019713,43226.802893763765,89657.86397036382,43223.24270206687,7.219206328644412,3.6285467121223616,3.5906596165220495
89658.11909537004,43219.57824099967,89659.91580877043,43226.43438164624,89659.01892747154,43223.01191574714,7.087664648475818,3.549627706693353,3.5380369417824657
89659.39715339578,43219.37112886894,89660.9478935046,43226.18544198265,89660.17634183839,43222.79509702597,6.988584221310805,3.5115319999899874,3.4770522213208173
89660.81402635037,43219.14534153902,89661.85475400195,43226.010262406,89661.33363515817,43222.5728264232,6.943362477944566,3.4666487290757613,3.476713748868805
89661.96829794138,43218.96081831272,89663.03512744891,43225.86206693097,89662.4981414331,43222.388313889154,6.983357075655464,3.4682752248027287,3.5150818508527357
89664.59078958248,43218.60702022803,89662.85118108374,43225.85057298047,89663.64915648296,43222.528012921764,7.449607755024757,4.032524352416397,3.4170834026083607
89664.70708225173,43218.564651900095,89664.92561448862,43226.275411420705,89664.82168870329,43222.6090603026,7.713874020521906,4.046041562658469,3.6678324578634394
89666.37402712184,43218.59485742911,89665.63413314152,43226.52339008579,89665.999931248,43222.60399483026,7.9635638028411355,4.026847743528628,3.936716059312507
89669.01910275468,43219.760311507474,89665.1151005593,43226.31504497094,89667.07809339557,43223.019540836845,7.631057199744771,3.7943170631795406,3.836740136565231
89670.02312338684,43220.38786132356,89666.19204935095,43226.74548619778,89668.15677551928,43223.4850314015,7.4231047544956965,3.616231757109658,3.806872997386038
89671.21197799439,43221.1773616308,89667.0306498663,43227.148454548005,89669.12292464814,43224.16060797775,7.289544358225763,3.6419641681120183,3.6475801901137452
89672.23893835933,43221.88284271397,89667.925129362,43227.809963284984,89670.07682611681,43224.85356216322,7.330743720849943,3.6742247863349355,3.6565189345150073
89672.85037101364,43222.211222533035,89669.29682692947,43228.74867107557,89671.06864068563,43225.48905928861,7.440866027715482,3.7308071752430565,3.710058852472426
89674.09806991016,43222.96216528933,89670.06120301494,43229.22330182725,89672.09357381458,43226.07118618885,7.450052634762156,3.6993631870016834,3.7506894477604726
89675.23109468579,43224.12737005589,89670.6481854521,43229.60277311341,89672.89992076026,43226.91271778246,7.144547107824698,3.6343423338610594,3.510204773963639
89676.71095619282,43226.23637745595,89670.48993574492,43229.34111362013,89673.69418804171,43227.741942119756,6.952753563868759,3.371599900049698,3.58115366381906
89677.30003141845,43227.50126052936,89671.15662958781,43230.06338625762,89674.28162686861,43228.76011416542,6.656738228553025,3.270626793534197,3.386111435018828
89677.60559417681,43228.85713407131,89671.60932601796,43230.88870853164,89674.48080839153,43229.91610172879,6.334021609057031,3.300878855031623,3.033142754025409
89677.86912889779,43230.50083495838,89671.87733157334,43231.522343596145,89674.8705215552,43231.01205446392,6.078428160545632,3.041962491056854,3.0364656694887784
89678.04547373255,43231.587351608665,89671.80726496314,43232.81352234068,89675.15795846703,43232.1549143784,6.357684508722526,2.942817348832652,3.414867159889874
89678.43225197168,43234.59630955243,89671.98877154008,43232.15010920345,89675.0209755376,43233.3012755693,6.89220734103897,3.648831635226049,3.243375705812921
89678.60243331801,43235.03506214332,89671.21031142997,43233.899786803726,89674.73016383614,43234.44034071868,7.478817071353756,3.9176870165240274,3.5611300548297287
89678.8656964162,43236.81581191386,89670.74560011353,43234.54269706535,89674.52655201212,43235.60087387193,8.432868253480704,4.506347525722254,3.9265207277584504
89676.78897377431,43239.12093287824,89671.07633534995,43234.0616881313,89673.97943038965,43236.6328654234,7.6320439956652075,3.753444308988999,3.878599686676208
89676.11636523099,43239.77100462562,89670.2326887818,43235.205365109134,89673.15246229862,43237.47107663851,7.448115314320598,3.7519809344518826,3.696134379868715
89675.08702848373,43240.85713493392,89669.80721787798,43235.945368397974,89672.48909929294,43238.44027578378,7.21129138382485,3.5483314278109552,3.6629599560138946
89674.93722313775,43241.17021182651,89668.68365355761,43237.62075013706,89671.804068302,43239.39186592868,7.190676069857896,3.6026623845063375,3.5880136853515596
89674.33310521259,43242.23808935607,89668.09331949899,43238.58602819952,89671.21457191749,43240.412856373965,7.2300120248198905,3.613429760811608,3.616582264008283
89673.56824547387,43243.44154343591,89667.5455682228,43239.33758147031,89670.52759440438,43241.36958086898,7.28813837618367,3.679544921836005,3.608593454347665
89673.13150023816,43244.13398454872,89666.71321640394,43240.626570691406,89669.90536499799,43242.37099039879,7.314680793007521,3.676707464410248,3.6379733285972735
89672.46706932975,43245.12947807009,89666.3706121856,43241.71721753991,89669.50718958433,43243.4730104814,6.989074891781021,3.393149279502421,3.5959256122786
89671.72641082786,43246.23094846916,89665.92374792854,43242.63278387712,89668.81849584894,43244.427788271634,6.827726143473607,3.421607247255247,3.4061188962183606
89670.70438885504,43247.816913864575,89665.61323224123,43243.016325251745,89668.07410394638,43245.33674645924,6.997537774200454,3.615194495713573,3.3823432784868808
89669.72822342673,43249.08795401106,89664.96439033569,43243.50282854102,89667.23079429708,43246.15998333824,7.340997509457251,3.8484873771184622,3.4925101323387895
89667.8201606182,43250.073286612744,89664.70178245266,43243.58286139016,89666.25518353764,43246.81618536142,7.201287866709705,3.613867561788095,3.587420304921611
89665.68343608492,43250.62201283868,89664.56650779163,43243.631335326805,89665.12798305888,43247.145444037815,7.079426699582675,3.5207032012619086,3.558723498320767
89663.74662309598,43250.81290373112,89664.1667570069,43243.643994285005,89663.95565150949,43247.24697456438,7.18153703176345,3.572213443249542,3.609323588513909
89661.66391307948,43250.371109300555,89663.96870488618,43243.63327705151,89662.79231237421,43247.072324134206,7.121346035890769,3.4865478157659013,3.6347982201248685
89660.14514306308,43249.54715906573,89663.3458091407,43243.51929762033,89661.75044332465,43246.52385563522,6.8250001791575166,3.423107771457824,3.4018924076996924
89658.6616045274,43248.72401058444,89662.78222648441,43243.22770265336,89660.68273549224,43246.02786139079,6.876143797699965,3.3728974702669197,3.503246327433045
89656.3980229654,43247.23781278508,89662.9192455329,43243.329531453826,89660.09391776925,43245.02261943188,7.602902929410304,4.309029668854579,3.293873260555724
89655.90354995747,43246.93643203839,89661.91277652716,43242.009945443446,89659.39222793803,43244.07636345783,7.770530044797849,4.511195794739664,3.2593342500581852
89654.51026123716,43245.98464073966,89661.94670401202,43240.90917068852,89658.66182035989,43243.15125236738,9.00381942854374,5.026522367122793,3.977297061420945
89653.8376677561,43242.13493164933,89661.93778270987,43242.01955514784,89658.22990293824,43242.07192243197,8.102157854130873,4.39333559593197,3.7088222581989028
89654.9697496144,43240.82871375213,89661.93669409926,43241.07494630007,89658.52087959537,43240.954258754165,6.971509373970856,3.5534581070829985,3.418051266887858
89655.08655687231,43240.5705703118,89662.19306425854,43238.94779881072,89658.42930113338,43239.80668893812,7.290894977710119,3.4295977276483987,3.86129725006172
89654.46919444372,43238.866459761295,89662.11350774218,43238.40700733179,89658.38003675618,43238.63135850866,7.6584981431902275,3.918102548311473,3.7403955948787555
89654.8906887588,43239.40737918545,89661.11416848765,43235.65936324228,89658.02140806621,43237.52192656353,7.265075049384768,3.6547007894972876,3.6103742598874797
89654.68410093008,43239.19256764346,89659.86506280878,43234.03499595852,89657.27678112731,43236.61159108133,7.310515494145966,3.6583619567748915,3.6521535373710736
89654.11911078334,43238.64015885392,89658.72054827731,43232.96775200447,89656.42889453047,43235.79276207091,7.304798193550091,3.666804244792771,3.63799394875732
89654.1545122611,43238.659948347915,89656.61444829639,43231.87638441526,89655.39614202944,43235.236054701665,7.2159769587048,3.6421528032148696,3.57382415548993
89653.75070624905,43238.5777233728,89654.75642852165,43231.32441819132,89654.25272352691,43234.95715575726,7.322772739897825,3.6552430975786754,3.6675296423191504
89653.23182702906,43238.623577755745,89652.92270937689,43231.22334915852,89653.07643388155,43234.90356356521,7.406818039901385,3.723326753160843,3.683491286740542
89652.64291447462,43238.68279597746,89651.18640399573,43231.47741411368,89651.90563393093,43235.03554540416,7.351571252376397,3.7212528940179723,3.630318358358425
89652.26567675202,43238.83775830672,89649.32708992249,43232.0125404886,89650.81170248109,43235.46069174689,7.431374653904257,3.6769819687999097,3.7543926851043476
89651.11113268981,43239.39126214489,89648.31373533832,43232.374186804234,89649.69781786478,43235.84605112296,7.5543398055720115,3.816649695403146,3.7376901101688658
89649.76866215898,43239.959881545336,89647.46778181523,43232.68327691306,89648.6117714423,43236.30117166127,7.6317180597686365,3.8372618202643305,3.794456239504307
89649.14466203097,43240.12653113246,89645.91911248276,43233.39188428067,89647.50671059477,43236.706626581334,7.467275357461842,3.791935844650751,3.67533951281109
89647.81728987461,43240.59741018827,89645.05357938705,43233.79695793359,89646.43698830971,43237.20100783002,7.340589112173253,3.6661671926557293,3.6744219195175254
89646.68745872502,43241.05397575358,89644.01994507684,43234.276147020115,89645.35585538103,43237.670513041674,7.283894827066886,3.6360858138187706,3.647809013248116
89645.51322867646,43241.565922620895,89643.0279193059,43234.70649797468,89644.25198658812,43238.08490028398,7.295789000783948,3.702467505684925,3.5933214950990227
89644.40337389515,43241.94403263453,89641.93618695969,43235.17343502151,89643.14002156592,43238.47706498296,7.2061247075854125,3.6899842916968075,3.5161404158886063
89643.78370855356,43242.21848402728,89640.41355279708,43235.820774868436,89642.056171418,43238.93902082343,7.231128208501407,3.7066718821339077,3.5244563263675004
89643.47308218369,43242.4487632422,89638.66693756706,43236.72178436808,89641.08435008062,43239.602346899905,7.476502919806271,3.7159548954733093,3.760548024332962
89643.07355358025,43242.82604744426,89637.28002413678,43237.91574460894,89640.2467344118,43240.43022501611,7.594688321487931,3.7056230173416136,3.889065304146318
89643.01984899162,43243.18052032705,89636.19336686174,43239.64801124034,89639.58473766397,43241.40294028434,7.686428002615378,3.8678431692275757,3.818584833387803
89643.0220610823,43243.20410175141,89635.42886275802,43241.83166766174,89639.2055154358,43242.51425603318,7.716473553321892,3.8785113778774924,3.8379621754444004
89642.91375119945,43243.91810242099,89635.20363669947,43243.44756733289,89639.0440172014,43243.681983676826,7.7251734164380865,3.877289275117004,3.847884141321083
89642.88296008011,43243.91714501235,89635.46105366501,43245.776847315865,89639.14886507682,43244.85278838214,7.652132791261498,3.8499244805261896,3.802208310735309
89643.12789647738,43244.752581861154,89635.9287170135,43247.18427651337,89639.49263793396,43245.98051298699,7.598989678245586,3.8371561157899134,3.7618335624556725
89643.03731109308,43244.57416935154,89637.16676095055,43249.36039731095,89640.04376904192,43247.01478791197,7.57471349344461,3.8625379496185235,3.712175543826086
89642.76417021097,43244.11093926621,89639.25920758209,43251.155747573524,89640.95441753979,43247.748332277515,7.868820199837837,4.062876936014702,3.8059432638231354
89644.05356349863,43245.3567002366,89639.87148326944,43251.33112422395,89641.96052705157,43248.34736732889,7.294320495489352,3.6511339418279998,3.6431865536613524
89643.31716483546,43244.92128155201,89642.89070721401,43251.820501036345,89643.0927183073,43248.55638013367,6.912840920359925,3.6422600314305096,3.270580888929416
89644.57826804297,43245.54563352502,89643.92791651178,43251.917548717785,89644.24932977877,43248.768186293455,6.405361635904122,3.2394707816668413,3.165890854237281
89645.78418284874,43245.73819023876,89645.06071988498,43252.02676359002,89645.42329087686,43248.87517966029,6.330055162940504,3.157682191417937,3.172372971522568
89646.81270068773,43245.854012473945,89646.37208602754,43252.19288065471,89646.59208774309,43249.027783597885,6.354193315704466,3.1814444400071955,3.17274887569727
89648.46491704808,43246.002350586205,89647.04307738088,43252.38488667407,89647.74689280092,43249.22555150674,6.539277971351583,3.302353932354842,3.236924038996741
89650.422390104,43246.28559010357,89647.45732049856,43252.4776721881,89648.87948845072,43249.50764805456,6.8654008797586465,3.5724305251893127,3.292970354569334
89650.57856359024,43246.202931333915,89649.4389506679,43253.41087087296,89650.00559706752,43249.82700315136,7.297495758617953,3.6690968456522888,3.628398912965664
89653.15617428276,43247.19382294124,89649.05830629604,43253.229289643314,89651.09818635187,43250.22485290628,7.295208992788204,3.6636910512752148,3.6315179415129895
89653.77094550281,43247.462019759805,89650.4632335954,43254.16653016672,89652.13336478738,43250.781309607424,7.4762937131232485,3.7013815427612142,3.7749121703620343
89655.19501147117,43248.22074831308,89651.08031765505,43254.57384689689,89653.13078524703,43251.4079226291,7.5692038035973175,3.7972595919461862,3.7719442116511317
89655.73675776074,43248.534227316566,89652.6183450925,43255.3554469162,89654.1713164061,43251.95848505092,7.50024439710138,3.7651269423937643,3.735117454707616
89656.96633921377,43249.23028635298,89653.45468856338,43255.79880012096,89655.22153704056,43252.493941555666,7.448405534003937,3.700837093418276,3.747568440585662
89658.27741515826,43249.99706764469,89654.1079397547,43256.30607687952,89656.16557183622,43253.19241148981,7.5646886893002785,3.8313762179217785,3.7333124713785
89661.09212022631,43252.11229191071,89653.27559438074,43255.47656295459,89657.13334758158,43253.81551000463,8.521300792455763,4.315471668991462,4.205829123464301
89662.63902824574,43253.57728168091,89653.66503431782,43255.94613076865,89657.35780929761,43254.971523194894,9.281528838453218,5.462246406052396,3.819282432400822
89663.01371083857,43254.1222764008,89654.7619981928,43257.19483412912,89657.72658762163,43256.09095524785,8.80519894842733,5.641757910264614,3.1634410381627163
89663.59975593697,43255.287382000715,89654.666998691,43258.40872136962,89658.13993378071,43257.195199618145,9.462414629488784,5.783560089258967,3.6788545402298163
89663.89776203649,43257.32091971914,89654.5535131808,43259.05321826062,89658.4573731674,43258.32955830081,9.503658335289005,5.533211115753438,3.9704472195355676
89662.84498487193,43259.95139045579,89654.54398032332,43259.09038097932,89658.52092279613,43259.503068186634,8.346048955285493,4.347504961879392,3.998543993406101
89661.23922294028,43262.640692938134,89654.71183372097,43258.36483889968,89658.11790105634,43260.59602351858,7.803224686264197,3.7314147067552783,4.07180997950892
89660.68882111467,43263.50298569819,89654.07817855751,43259.553590190735,89657.4651626404,43261.57707657937,7.70054026601527,3.755143141193454,3.9453971248218154
89659.19555350827,43265.7244664271,89654.31494379102,43259.318687015206,89656.72622090964,43262.48302630938,8.054232672995127,4.075377518097786,3.9788551548973423
89657.60207196303,43267.810725745054,89654.22945997164,43259.389790572335,89655.69419461323,43263.04654992327,9.071501390647452,5.132165155752807,3.939336234894646
89655.71233901699,43268.694508744265,89653.78043018925,43259.747592739426,89654.56511840307,43263.38141967716,9.153223774120866,5.435596606952698,3.7176271671681675
89654.09432068163,43268.81791187405,89652.93533658863,43260.03686346413,89653.40220481704,43263.57412383501,8.857209602389831,5.289269831496793,3.567939770893039
89652.84199576029,43268.65864365088,89651.73968171695,43259.73157507379,89652.231842067,43263.71738994007,8.994868425183501,4.978782816339879,4.016085608843622
89649.1354668499,43266.5459454765,89653.34841197981,43260.14706489346,89651.10495965612,43263.55419864839,7.662890322994315,3.5825955522713078,4.0802947707230075
89648.56153346597,43266.175248443615,89651.69315515403,43259.64134399478,89650.13738891266,43262.887353482234,7.245677047904211,3.6460656544484706,3.5996113934557403
89647.07366791209,43265.240883475926,89651.19933368545,43259.31458961705,89649.10634588376,43262.3210530667,7.2209656796655315,3.557703541080474,3.6632621385850577
89645.81437681559,43264.428683768965,89650.53090355,43258.77427595046,89648.17250135235,43261.60165469803,7.363306138901574,3.681429870379753,3.681876268521823
89644.90491744153,43263.842460507745,89649.56507602232,43257.932630254305,89647.27217973278,43260.8403873265,7.526259724963151,3.8231843982286744,3.703075326734477
89644.30069208058,43263.45488398149,89648.28119166705,43256.9231915175,89646.29608633717,43260.180601705186,7.649014770930738,3.8343882969012517,3.814626474029487
89643.0247651906,43262.629945517336,89647.61301035821,43256.41758927333,89645.30616273268,43259.541011289715,7.723115815627063,3.8401269294202565,3.8829888862068067
89642.37074388545,43262.19179432119,89646.30895068575,43255.542051477496,89644.33176061964,43258.88055747824,7.72849804554525,3.8483965257475328,3.8801015197977184
89641.37410125477,43261.487144626124,89645.32051337167,43254.986799922175,89643.36618507691,43258.205872817955,7.604625029209098,3.838693650696145,3.765931378512954
89640.27823767082,43260.71908811045,89644.38428046457,43254.56619996352,89642.35730559535,43257.60351786747,7.397408540295822,3.7457084099323157,3.651700130363506
89640.04289675092,43260.50657947061,89642.49019246643,43253.84833225516,89641.25783614465,43257.20043255479,7.095359168647484,3.5231055276322847,3.572253641015199
89639.40196580278,43260.033562333076,89640.9780574612,43253.42396756581,89640.1879354068,43256.73728065143,6.7950180157241435,3.388743849513575,3.406274166210569
89638.54763240318,43259.67262699277,89639.59334340118,43253.117141018345,89639.07245085487,43256.38266953262,6.638428751082273,3.3315856650389697,3.306843086043304
89637.26472845081,43259.41326778289,89638.56458597074,43252.912819729594,89637.916732686,43256.15263608898,6.629191306428907,3.325208349121662,3.3039829573072437
89636.60976795739,43259.34799089584,89636.88356659484,43252.7003117225,89636.74691842985,43256.01806674656,6.653317838196868,3.3327486643651465,3.320569173831721
89636.08975840964,43259.41413029445,89635.06022445203,43252.69511543559,89635.56997005965,43256.0216533452,6.797735124011312,3.4322191282047636,3.3655159958065486
89634.87930002516,43259.83031829352,89633.95676961397,43252.75634442422,89634.40511648024,43256.19441034236,7.134200067345918,3.6668655251474602,3.4673345421984583
89635.58026420992,43259.44688066169,89630.90811049945,43253.61543001833,89633.34841426386,43256.66113529079,7.472342652521326,3.569562330008502,3.902780322512825
89634.56557580597,43260.146161242614,89629.99338485631,43254.26818291467,89632.42304303846,43257.391733935656,7.446851939886945,3.489602587564314,3.9572493523226306
89634.04458924405,43260.83003796565,89628.78317256497,43255.24227805318,89631.51769827011,43258.146435938404,7.675044018546605,3.686063999957899,3.9889800185887054
89633.8590174956,43261.12418992246,89627.6702020915,43256.97074329944,89630.74814037253,43259.03641418307,7.453362710218526,3.7465156337368404,3.706847076481685
89633.48175548374,43261.690494344264,89626.9458702931,43258.48006589955,89630.20996703509,43260.083415987276,7.28195168819233,3.645249817999191,3.6367018701931397
89632.68985623345,43262.90014111108,89626.53921679802,43259.296940606546,89629.58104390217,43261.078937765924,7.128767318053628,3.6031935316677655,3.5255737863858623
89631.93283620148,43264.02143487482,89626.03834480731,43260.16258473241,89629.02351981633,43262.11687040544,7.0455939485375065,3.477444212717998,3.5681497358195085
89630.77189621549,43265.52932580176,89625.71344763199,43260.456661139455,89628.27372940627,43263.024114792264,7.163919606536865,3.5379919480043016,3.6259276585325635
89629.54551630818,43266.65784069043,89625.20689067482,43260.915398141035,89627.38195897375,43263.79423043144,7.19722060173848,3.5890680820579868,3.608152519680493
89627.96471315231,43267.67180870135,89624.74680661045,43261.04879215016,89626.38456310301,43264.419607900236,7.363610364001774,3.615871326274987,3.7477390377267863
89625.90165025814,43268.46639611548,89624.62570173718,43261.06555129572,89625.26538606176,43264.77591249153,7.510220605478526,3.7450252245846127,3.765195380893913
89624.41629176307,43268.63910111555,89623.76974590647,43261.146427464686,89624.0954079588,43264.92071711125,7.520587781869594,3.7322388968291924,3.788348885040402
89622.33014468146,43268.69584968978,89623.5182882641,43261.06231810402,89622.91926579407,43264.910904694654,7.7260613588910125,3.830824513932226,3.895236844958787
89620.42807821005,43268.166123434705,89623.16389948167,43260.95717238345,89621.7925441594,43264.570724332916,7.710641590547431,3.8456126637212513,3.865028926826181
89618.76414858569,43267.379169714186,89622.7192818439,43260.71437996016,89620.72201282244,43264.07997663966,7.750108281115847,3.8364460320426708,3.9136622490731767
89617.32558982588,43266.48196557941,89622.20435537813,43260.30216501681,89619.7805032667,43263.372386973395,7.873556683062899,3.961847121418783,3.911709561644116
89616.67933227986,43266.04153856568,89620.93179877564,43259.380973431464,89618.8143023,43262.69757332992,7.902327227117846,3.9673977556062856,3.934929471511561
89615.74045072339,43265.393838899916,89619.90359276846,43258.72769985008,89617.82060308926,43262.063062165595,7.859416648373076,3.927012122480944,3.9324045258921316
89614.51643348766,43264.48051135935,89619.19557991494,43258.2990853579,89616.83539778116,43261.417035755716,7.752748487326692,3.842218484975802,3.91053000235089
89613.5675188437,43263.77361211577,89618.23501217752,43257.621710631145,89615.90027127007,43260.69897093368,7.722191706422557,3.8594516189958155,3.8627400874267406
89611.90081420862,43262.35301726264,89618.17515081674,43257.4374623502,89615.05856779266,43259.879138774006,7.970683019091574,4.011476225213943,3.9592067938776316
89610.66750447404,43260.96733995892,89617.96613953072,43256.9256755832,89614.42024631599,43258.88924146121,8.343007986527562,4.28972475333552,4.053283233192041
89610.01969924435,43259.407748030935,89617.70817497325,43256.28681951811,89613.88962352693,43257.83668488468,8.29860346061381,4.177091072845366,4.121512387768444
89609.64274894865,43256.55202521636,89617.8814589198,43256.81348364397,89613.71981232824,43256.68143285593,8.242975232619317,4.079174812287498,4.16380042033182
89609.86850832596,43255.53704666035,89617.64265652627,43255.46986279951,89613.75387706769,43255.50344576683,7.774502534228388,3.88554594646763,3.888956587760758
89610.28044730787,43253.5149167723,89617.65872686118,43255.19036663116,89613.92356349391,43254.34219073017,7.56611820715877,3.7358638302117195,3.8302543769470505
89611.26111817613,43251.42106066208,89617.70222325806,43255.2367791116,89614.36467935728,43253.25959384791,7.486522447684922,3.6072714357298774,3.8792510119550445
89612.45540792354,43250.220660384504,89617.81763112679,43254.60042466631,89615.19409726116,43252.456137875066,6.937802890579585,3.542482968372984,3.3953199222066006
89614.98226531588,43248.90532068262,89617.25871613534,43255.14666572264,89616.01917547913,43251.74616854165,6.644490188800443,3.0246109278996594,3.6198792609007837
89615.41333122403,43248.8296817835,89618.61355702674,43253.49297258671,89616.90075768018,43250.99647566584,5.658030297786593,2.6292355573555986,3.028794740430995
