s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps3
0.0,89635.0699806,43126.8600989,-0.5986580946207712,0.00819647293438259,11.11,0.0
2.0028349889135146,89636.7245077,43125.7314324,-0.5822419118421072,0.016075315436379883,11.11,0.0
3.990016388471354,89638.4021171,43124.6662955,-0.5347630229808482,0.03108107270888956,11.11,0.0
5.990738075425643,89640.154027,43123.7000145,-0.4580982742988221,0.04574775010864755,11.11,0.0
7.98931625085071,89641.9852811,43122.8995002,-0.35183588436962454,0.0602367484532853,11.11,-1.4341583
9.98603768895331,89643.8977643,43122.3256496,-0.21746065022061328,0.07464222597078293,10.8490151,-3.0529674
11.985097229841399,89645.8762764,43122.0397669,-0.05354753409488904,0.09056250355117008,10.2713833,-1.7343432
13.980595879215675,89647.8704411,43122.112719,0.14423557932765557,0.10740513643526386,9.9282824,-0.5545605
15.984585271607138,89649.811412,43122.6113225,0.3761591093114524,0.11976189111772031,9.8160449,-0.4433581
18.017382750630183,89651.5962408,43123.5842828,0.6279227277269444,0.11676150681302178,9.7253821,-0.4433581
19.989749917640914,89653.0249042,43124.9441185,0.8446522506710208,0.09440760200287796,9.6338661,2.413511
21.897137823895008,89654.1629866,43126.474771,0.9961791253756807,0.08049136972727458,10.1220496,3.8186751
23.882713425609634,89655.1365261,43128.2053002,1.158169660856808,0.08610636618340833,10.8496779,-0.5416456
25.93968177314678,89655.776327,43130.1602359,1.3449252807026366,0.08006767468931536,10.7494682,-0.5416456
27.920291840350156,89656.0369271,43132.1236268,1.483056511914098,0.046186033570557006,10.6483155,2.5138508
29.94349659400449,89656.1268347,43134.1448329,1.5278173310388543,0.0038709477880299326,11.11,0.0
31.937520192423268,89656.2095302,43136.137141,1.4996645848332573,-0.02293284134940643,11.11,-2.8625353
33.957057336084944,89656.4119618,43138.146507,1.4353223348888633,-0.04209615131397998,10.5826869,-6.8251132
35.946816949714474,89656.7506878,43140.1072232,1.33149374813608,-0.07631313620775221,9.2043337,-0.8851364
37.92610068185361,89657.350524,43141.9934259,1.1329364593564715,-0.1187080580017491,9.0101448,-0.3735469
39.94757448558687,89658.4330124,43143.7006386,0.8550032749111353,-0.13015782247999974,8.9269254,-0.3735469
41.94183606269581,89659.9554375,43144.9887772,0.6098607026093852,-0.09901179096575582,8.8429228,3.8294761
43.83251645168686,89661.6032855,43145.915745,0.465523153738097,-0.06090901073742079,9.6695433,4.8617184
45.827526274535934,89663.4240223,43146.7312091,0.376496145718768,-0.03986088180812025,10.6267466,2.628684
47.862425687677515,89665.3472822,43147.3959549,0.30527128286269206,-0.026166506039873402,11.11,0.0
49.95993066291725,89667.3639201,43147.9727553,0.2694888387812618,-0.00797167915491323,11.11,0.0
51.92170384976082,89669.2598763,43148.4766443,0.2705248216468255,0.005564876323036094,11.11,0.0
53.920000984946284,89671.1797489,43149.0309733,0.29189749237108387,0.027075084304805194,11.11,-1.576033
55.86617379507925,89673.0372668,43149.6116762,0.37563639259224507,0.06483670966242948,10.822855,-1.84899
57.8548715214898,89674.8308116,43150.4708128,0.5488966877097771,0.09432521292230317,10.4759502,-1.0911377
59.890450481130856,89676.452888,43151.7006298,0.7559104532926485,0.10611756934210967,10.2657338,-0.4849105
61.877899439646384,89677.7409453,43153.2141891,0.9753902081173162,0.10119624080127432,10.1709175,-0.4849105
63.89024070104061,89678.6828395,43154.9924896,1.1602114643233645,0.0837414109809716,10.075209,3.9861323
65.821616063875,89679.3102645,43156.8191118,1.3069282573274692,0.07482501213369003,10.8369103,-1.6900964
67.79038598375347,89679.6978239,43158.7493586,1.451953803704079,0.07862215256534494,10.5206898,-1.2600669
69.85553108114439,89679.7871045,43160.8125729,1.625062608945842,0.09250221462310326,10.2786001,-0.5336
71.83883941940914,89679.4793235,43162.7718541,1.825052468204139,0.10171904277813071,10.1743466,-1.8613168
73.84580415770984,89678.7882506,43164.6560849,2.0309913716001877,0.10793572505028926,9.8020105,-1.7863784
75.83153867625889,89677.7166451,43166.3278514,2.255782510293313,0.11108366629652411,9.430851,-0.5204123
77.82221085806053,89676.2890927,43167.7152482,2.4726842512588383,0.10457091984474154,9.319944,-2.8051305
79.8283563900187,89674.5973876,43168.7935588,2.67359708928724,0.0983869029801494,8.6978107,-4.5119796
81.94976511244877,89672.622577,43169.5684769,2.878363726552052,0.11520291572729102,7.5909031,-0.2651358
83.91044504976699,89670.6820223,43169.8486791,3.138088559492467,0.14006305880515402,7.520792,-0.2651358
85.78041612870732,89668.8311989,43169.5817623,3.413550192437686,0.15634071830233764,7.4500212,3.2814863
87.67378543738951,89667.0866185,43168.8460405,3.726877244363129,0.14110077369449137,8.2834657,-0.3216366
89.74750943218197,89665.576558,43167.4247564,3.9640950252054568,0.07996596898720876,8.2055181,4.9843882
91.73361830079165,89664.3308959,43165.8778387,4.057430787299929,0.02552784825297727,9.3406851,-2.6539688
93.8799466272253,89663.0599976,43164.148231,4.062431122089777,-0.032478454440443505,8.754599,-4.0265398
95.80629248070748,89661.8666686,43162.6360226,3.9396861952098834,-0.06554020793880555,7.7815643,-2.3598362
97.77899634887031,89660.3527089,43161.3713145,3.8067157102778277,-0.08505512714821051,7.1500152,-0.2352315
99.75590799553025,89658.7604218,43160.1996484,3.603602452971594,-0.13090695944516595,7.0839763,-0.2352315
101.65498170111589,89656.9366263,43159.6702611,3.30362043109122,-0.13220020367312557,7.0173159,5.0691747
103.74000116780424,89654.8544623,43159.5611774,3.086954265731242,-0.10890888844852586,8.3366303,4.3010849
