s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps3
259.3676229000,89623.4562227000,43162.6682032000,-2.0955371536,0.0671702000,9.2749302000,-5.9545222000
258.3700551000,89624.3421051000,43162.1144950000,-2.1626137536,0.0630936000,9.6940000000,-3.9843439000
257.3724874000,89625.2064483000,43161.4895147000,-2.2316967536,0.0654007000,9.6940000000,0.0000000000
256.3749196000,89625.9963275000,43160.8320408000,-2.2981286536,0.0647683000,9.6940000000,0.0000000000
255.3773518000,89626.7263843000,43160.1373563000,-2.3654852536,0.0699835000,9.6940000000,0.0000000000
254.3797840000,89627.3788408000,43159.4236089000,-2.4386506536,0.0830094000,9.6940000000,0.0000000000
253.3822162000,89628.0022751000,43158.6160629000,-2.5321323536,0.0979774000,9.6940000000,0.0000000000
252.3846485000,89628.5328872000,43157.7683136000,-2.6332825536,0.1022780000,9.6940000000,0.0000000000
251.3870807000,89628.9608381000,43156.9040812000,-2.7290094536,0.0940711000,9.6940000000,0.0000000000
250.3895129000,89629.3126473000,43155.9964214000,-2.8110681536,0.0727420000,9.6940000000,0.0000000000
249.3919451000,89629.6040884000,43155.0494257000,-2.8709466536,0.0481989000,9.6940000000,0.0000000000
248.3943773000,89629.8542141000,43154.0713052000,-2.9075796536,0.0247551000,9.6940000000,0.0000000000
247.3968096000,89630.0760727000,43153.0994633000,-2.9248067536,0.0121598000,9.6940000000,0.0000000000
246.3992418000,89630.2866031000,43152.1221435000,-2.9326011536,0.0035619000,9.6940000000,0.0000000000
245.4016740000,89630.4941422000,43151.1416608000,-2.9320124536,-0.0047679000,9.6940000000,0.0000000000
244.4041062000,89630.7084718000,43150.1535290000,-2.9221672536,-0.0153669000,9.6940000000,0.0000000000
243.4065384000,89630.9365408000,43149.1758092000,-2.9005920536,-0.0278623000,9.6940000000,0.0000000000
242.4089707000,89631.1870373000,43148.2224732000,-2.8664014536,-0.0418251000,9.6940000000,0.0000000000
241.4114029000,89631.4784291000,43147.2760038000,-2.8163848536,-0.0600044000,9.6940000000,0.0000000000
240.4138351000,89631.8256441000,43146.3477047000,-2.7481582536,-0.0768606000,9.6940000000,0.0000000000
239.4162673000,89632.2457235000,43145.4411374000,-2.6654378536,-0.0873305000,9.6940000000,0.0000000000
238.4186995000,89632.7232554000,43144.6042656000,-2.5809184536,-0.0865260000,9.6940000000,0.0000000000
237.4211318000,89633.2799828000,43143.7949428000,-2.4978587536,-0.0822620000,9.6940000000,0.0000000000
236.4235640000,89633.9294995000,43142.9999328000,-2.4162973536,-0.0764124000,9.6940000000,0.0000000000
235.4259962000,89634.6264133000,43142.2705180000,-2.3431022536,-0.0684104000,9.6940000000,0.0000000000
234.4284284000,89635.3671725000,43141.5958491000,-2.2763827536,-0.0659071000,9.6940000000,0.0000000000
233.4308606000,89636.1561454000,43140.9682965000,-2.2083642536,-0.0701550000,9.6940000000,0.0000000000
232.4332929000,89636.9877830000,43140.3986682000,-2.1325444536,-0.0789090000,9.4490529000,2.3502344000
231.4357251000,89637.9069899000,43139.8716440000,-2.0507554536,-0.0759607000,8.9136662000,4.9275620000
230.4381573000,89638.8079737000,43139.4451537000,-1.9748840536,-0.0770567000,8.3384339000,4.9740806000
229.4405895000,89639.6742175000,43139.1116803000,-1.9004870536,-0.0850925000,7.7143910000,5.0210383000
228.4430217000,89640.7438249000,43138.8079400000,-1.7874365536,-0.1238038000,7.0284853000,5.0684394000
227.4454539000,89641.6512445000,43138.6708023000,-1.6413633536,-0.2095392000,6.6679232000,2.4752232000
226.4478862000,89642.6646941000,43138.7240386000,-1.3955822536,-0.2048015000,5.9375511000,4.6145667000
225.4503184000,89643.5742239000,43138.9327266000,-1.3047164536,-0.2301840000,4.9913213000,5.1832190000
224.4527506000,89644.4286775000,43139.3774864000,-0.8257470536,-0.4771660000,5.0148262000,-0.1178835000
