s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps3
0.0,89635.0699806,43126.8600989,2.5268578961372317,-0.016018887499471744,11.11,0.0
1.9727926496050012,89633.4583541,43127.997891,2.495255952623425,-0.018721283198547625,11.11,0.0
3.979564877413866,89631.856357,43129.2065018,2.452355335060174,-0.023303636400877816,11.11,0.0
5.993893917818301,89630.3018363,43130.4875119,2.4015496707378734,-0.029574542118893134,11.11,0.0
8.005891039644585,89628.816098,43131.8442411,2.3332785823908804,-0.0373172077478584,11.11,0.0
10.000049299664557,89627.4386959,43133.2862642,2.2520511380833153,-0.038799337907237066,11.11,0.0
11.986864176892695,89626.187463,43134.8295884,2.178819460439157,-0.029977718488117498,11.11,0.0
13.976809464384212,89625.0507147,43136.4628935,2.1328369413705897,-0.015708956005216906,11.11,0.0
15.974099601714318,89623.9863308,43138.1529393,2.1161841545681916,-0.002135993673899738,11.11,0.0
17.97976343689369,89622.9458933,43139.8676338,2.1242866570083976,0.00822480497020843,11.11,0.0
19.976918511580013,89621.8960695,43141.5666036,2.1491065594328997,0.013319739259740579,11.11,0.0
21.98195527598748,89620.8000969,43143.2455963,2.1775948087725894,0.011443000113762668,11.11,0.0
23.976154000624366,89619.6629242,43144.8837864,2.1948698115889975,0.002841902623634829,11.11,0.0
25.996050435994192,89618.4826065,43146.5229422,2.189002476339332,-0.013294778098639604,11.11,0.0
27.982870760655537,89617.3310966,43148.1420407,2.1416014013602833,-0.03217249788483872,11.11,0.0
29.960798911088986,89616.2624029,43149.8064005,2.0614466144104266,-0.034430875932988866,11.11,0.0
31.928534624717493,89615.3352067,43151.5419958,2.005748738383488,-0.034380431503662386,11.11,0.0
33.90931863467298,89614.5005692,43153.3383492,1.9256948025128882,-0.052279934872937334,11.0790078,0.1720917
35.95742883112893,89613.7888608,43155.2588248,1.7951184116623438,-0.07481474703266452,10.2235346,4.5604401
37.95605740985603,89613.3442749,43157.207378,1.6229390647402928,-0.09662600762505452,9.3421533,4.3154681
39.99460515019277,89613.2380276,43159.2431551,1.4050221818727913,-0.1312085861055255,8.4359888,4.03146
42.06083073368804,89613.5789877,43161.2810546,1.084357560636616,-0.14917059168533206,7.4037584,4.0916064
44.02313648649167,89614.4963278,43163.0157393,0.8040837788141828,-0.18570953815984262,5.8547978,5.1393188
45.888552860322484,89615.7905003,43164.3592034,0.3735130522951233,-0.2039658964569252,5.9104149,-0.1637485
47.87689856889935,89617.641752,43165.0847279,0.018047740944194146,-0.152420850182581,5.9655135,-0.1637485
49.8840620476324,89619.6485886,43165.1209507,-0.23548585494696672,-0.11403438255981374,7.377888,-4.7161256
51.80522750355462,89621.516732,43164.6727131,-0.4299168236110704,-0.0914177567042315,8.4977608,-4.4490689
53.84072073171579,89623.3669962,43163.8243293,-0.5971947158901871,-0.075514345564339,9.5698679,-4.8473934
55.83712617741831,89625.0178565,43162.7017007,-0.7343830133496136,-0.06921563714639546,10.5783899,-5.0850101
57.91734448903232,89626.5618868,43161.3076854,-0.8793608266589832,-0.07681284962400474,11.11,-2.8852901
59.89954222672154,89627.8258226,43159.7807361,-1.046428766454886,-0.08701932793218971,11.11,0.0
61.90063481500452,89628.8277009,43158.0485088,-1.2259840737838774,-0.0760101417213909,11.11,0.0
63.84807438933044,89629.4859744,43156.2156976,-1.3465572557262586,-0.041882991902209274,11.11,0.0
65.84917844506008,89629.930949,43154.264694,-1.3913608946670142,-0.012414582327868361,11.11,0.0
67.85247810166308,89630.2884861,43152.2935581,-1.3962702552870339,0.004835574170107987,11.11,0.0
69.8674615295251,89630.6383707,43150.3091844,-1.3719301887755933,0.023002763134894133,11.11,0.0
71.86708702573837,89631.0334126,43148.3489691,-1.3039231571272978,0.04902739286026082,11.11,0.0
73.85244032034316,89631.5569832,43146.4338969,-1.176557068058349,0.07352082123670968,11.11,0.0
75.82113585089314,89632.3131708,43144.6162219,-1.013218240291872,0.08166234888175336,11.11,0.0
77.81329882399963,89633.3672893,43142.9257937,-0.8531040590614949,0.07582180798377075,11.11,0.0
79.81883810574936,89634.6862281,43141.41497,-0.7101052275478761,0.07271661291305569,10.8151446,1.6177841
81.83611089252057,89636.2159125,43140.0998825,-0.5605787910528894,0.07305455917696022,10.1315409,3.5833449
83.89231916055319,89637.957413,43139.0066449,-0.4125188647734839,0.08486120146764765,9.1117626,4.910824
85.90755062632036,89639.8035945,43138.198702,-0.2150715235395193,0.13199964545421108,7.9388734,5.004567
87.84062630095426,89641.6921343,43137.7861502,0.1086562779037874,0.1888928262879868,7.9538255,-0.0594661
89.80879837832764,89643.6486995,43137.9995839,0.5218461903867908,0.23218203069496754,6.8920251,3.9447267
91.74304949404382,89645.3255025,43138.9637722,1.0147288195064608,0.2107767291403217,6.9574953,-0.2269066
93.74036966328447,89646.3797885,43140.660171,1.350529926212003,0.1387343830454485,7.0223551,-0.2269066
95.75002508892953,89646.8188773,43142.6212717,1.5706341065410996,0.09827056444971793,8.0093272,-3.7126276
97.68998011445653,89646.819192,43144.5612267,1.7386603746051872,0.08238973980208834,9.2389892,-5.3076395
99.75035052033394,89646.4749519,43146.5926363,1.900219877958186,0.07348735445466259,10.0673744,-4.0022271
101.75230336568639,89645.8273249,43148.4869421,2.0371897632777323,0.057115336317649,10.8948134,-4.3405182
103.7633951114369,89644.9230016,43150.2832409,2.1294262694367543,0.030781674483761935,11.11,-1.1849548
105.74202456251534,89643.8742787,43151.9610832,2.1600000624394866,0.00757774024108406,11.11,0.0
