idx,s_m,local_smoothing,blend,displacement_from_arclength_base_m,kappa_radpm,requested_steer_rate_radps,ub,lb
334,194.9021682572039,False,0.0,0.04555165067359539,-0.07549771274430786,0.29226698782604343,3.5644040990571653,-3.686450256645947
335,195.48192149566964,False,0.0,0.04473284305245493,-0.08941514063692464,0.27588390356390047,3.603373874435817,-3.634207489216018
336,196.0573223464254,False,0.0,0.024717754669771157,-0.10282018823630312,0.35598546213266885,3.665951313911561,-3.5951446513691807
337,196.63144053187807,False,0.0,0.08060899656390604,-0.11518318349077161,0.4274236934518973,3.8174918455522575,-3.5176007057927077
338,197.20736899163174,False,0.0,0.26473215458948873,-0.1362895924031669,0.3594573235585607,4.021229719447064,-3.5451587493494974
339,197.7798919831152,False,0.0,0.32511016278036786,-0.15557581743782306,0.24568306221944955,4.283177200397881,-3.53727829730222
340,198.34516097963495,False,0.0,0.17416874783982197,-0.17021271941065938,0.08092898874175823,4.683141421041012,-3.489216150120326
341,198.90767900171366,False,0.0,0.08189977378735912,-0.17871467650709144,0.038510172966474604,5.117790791277845,-3.4964999456706716
342,199.47565254373276,False,0.0,0.07441808593113218,-0.17788071198959043,0.0329466615864184,5.239375807022177,-3.4967015137253914
343,200.0514454298167,False,0.0,0.07638667665765639,-0.17501721745165758,0.02649154945559399,5.366672480815352,-3.476593758183199
344,200.63327527446828,False,0.0,0.05465580760235301,-0.1746800895045349,0.09724612178011442,5.427239415728819,-3.611753500174199
345,201.2184253001063,False,0.0,0.022116263321337613,-0.1776115454836043,0.14025418807525625,5.258862697072603,-3.6989110205413245
346,201.804151891651,False,0.0,0.05362611158370462,-0.18425172081130678,0.1603951989803107,4.8502884504939345,-3.7663240908778435
347,202.38710117146758,False,0.0,0.10637447219281454,-0.19142969632088086,0.25482820753642466,4.417245603522637,-3.8121694712042187
348,202.9651584970871,False,0.0,0.1505943572101436,-0.20001995843354523,0.2504714644788428,4.101578037766718,-3.8064073646275114
349,203.5388802922631,False,0.0,0.13987439034069715,-0.2164620927432683,0.015518627073645506,3.9068247865635897,-3.8261267611759373
350,204.10126733635292,False,0.0,0.0640157387037228,-0.22441926943092264,0.21554161846182876,3.8099342781383494,-3.8392720673909295
351,204.64271057648946,False,0.0,0.05247281824706372,-0.21793548185227835,0.36022899570577965,3.8360845604986573,-3.8547566657033236
352,205.17000624306297,False,0.0,0.16467497862517022,-0.20464341504059413,0.4019414855190973,3.977811615373971,-3.828536097871356
353,205.71697560062623,False,0.0,0.2600879985107981,-0.18497284126625457,0.2441461603277974,4.201299422022726,-3.755456203938133
354,206.2866354227482,False,0.0,0.25023521451899017,-0.16676754896833362,0.1129084727093936,4.503738417211356,-3.7386366658183636
355,206.86425737884315,False,0.0,0.18182903742620732,-0.16150529994980165,0.11272219954446426,4.949004407316789,-3.7316252446662443
356,207.45006968807456,False,0.0,0.08665176280004673,-0.15583055802714507,0.03922863258794081,5.346022930766219,-3.701144357241105
357,208.04151246015087,False,0.0,0.036338640064065654,-0.15048530220450407,0.04127189122735263,5.625893177092826,-3.695147709954435
358,208.6337602385746,False,0.0,0.13193388792973235,-0.15197844424354856,0.013462530914074448,5.656640010849186,-3.6221312255666307
359,209.22356645285637,False,0.0,0.2072207908840733,-0.1545298456548849,0.027044927317741524,5.54782166381309,-3.523713881702089
360,209.8058858292396,False,2.6767118904327468e-05,0.23716505369269886,-0.15328665717340859,0.07500588640968742,5.365491037649504,-3.4313027103072797
361,210.3794297571412,False,8.515884642141045e-05,0.20771289707051807,-0.15193747975163543,0.23350090916325944,4.870498437195232,-3.386729494645379
